f0,f1,f2,f3,f4,f5,f6,f7,target
-0.15813,-0.55523,-0.14534,1.38204,0.62713,1.37923,0.89603,0.23198,1
-1.21384,-1.33609,-0.02059,-0.40861,-0.93454,0.40970,1.22408,-0.06809,0
0.08584,-0.54696,-0.68794,1.97365,-1.25641,-0.16122,-0.44714,-0.10989,0
1.04633,0.99376,-0.14011,1.12350,-0.76655,0.35568,1.77951,-0.57759,1
0.20512,1.49858,-0.84248,0.06433,-0.31480,-1.11694,0.40426,-0.84413,0
1.65575,0.02066,-0.21015,0.04087,0.10279,-0.19922,0.05723,-0.57481,1
-0.49944,0.52704,-2.13635,-0.79948,0.00856,0.34238,-0.39054,0.13622,1
-0.34946,-1.86071,0.94047,0.26800,-0.95736,1.47497,0.67749,-0.62550,1
1.10657,0.53903,0.82887,-0.60179,-0.55663,-0.82246,-0.54106,-2.31309,1
1.08377,-1.18045,0.56971,-1.29822,0.11681,-1.19235,-0.01988,-1.59970,1
-0.59192,0.65964,0.21390,0.17105,-0.85844,-2.19653,-0.89303,-0.51095,0
1.47925,0.56952,0.31646,-0.58186,-0.72926,0.64062,-0.37205,-0.33689,1
1.91785,-0.98182,-0.28161,-0.24969,-0.65133,-1.41157,1.27235,-1.41245,1
-0.90761,0.25627,-1.24374,-0.15580,-0.25660,-0.23675,-0.14007,-1.40842,0
-0.54950,1.28451,1.16394,-0.58078,1.08490,-0.93987,-1.36396,-2.01726,0
-1.11300,0.45988,-0.32555,1.66163,0.83944,-0.35421,-0.22328,-0.21591,0
0.99911,-0.38419,-0.01450,-0.73544,1.29875,-0.34911,-0.64680,-1.52014,1
0.96625,-0.59170,-0.07039,-0.41045,-0.18652,-1.98255,-0.78458,-1.08361,1
2.17840,1.34687,0.43808,2.48676,1.27732,-1.34472,-1.28522,0.26786,1
-0.06937,0.21148,-0.82493,1.84550,-0.35111,1.12023,1.45939,-0.58524,1
0.57638,1.59298,1.45825,0.75177,0.43971,0.07885,1.26877,0.58306,1
0.12429,-0.47271,-1.35266,-0.17352,1.86446,-0.48361,-0.64122,-0.24066,1
-0.21287,-0.55917,0.64324,0.32579,1.18287,0.60151,0.18648,-2.10307,1
0.19715,-0.65313,1.07773,0.07344,-0.76262,-0.54324,-1.20149,-0.54755,1
0.31519,1.17882,0.51986,0.80970,0.89111,-0.32363,1.45315,-1.35171,0
0.12338,-0.52576,-1.96545,1.65899,-1.99769,0.68935,1.79318,-0.20312,1
-0.11537,-1.89878,-0.24981,1.45092,-0.52212,-0.97440,-2.31575,1.28568,1
0.41179,-0.30202,1.04278,-0.53068,-0.33402,2.12402,-0.89627,0.29033,1
0.22352,0.09744,0.00627,-1.30666,-0.13750,-0.24247,-0.66892,-0.83354,0
-1.00172,-0.80943,0.40910,0.03646,1.65550,0.60333,-0.59506,-0.53912,0
-0.17297,-0.35002,0.00369,1.94120,-0.15198,0.13200,-1.19164,-1.50055,0
-0.13564,-0.41729,0.20170,1.35699,-0.51046,-0.68459,0.97850,-0.43568,0
0.05751,-0.10568,1.87918,-1.68314,-0.82091,0.65079,1.16010,-1.02907,1
1.17884,-0.47104,-0.72626,-0.63013,0.35383,0.48461,-0.87478,0.20596,1
-0.38209,-1.19278,1.69179,-0.96752,0.10254,-1.16486,-0.43139,0.09087,1
0.16140,-1.02376,-0.11987,0.34995,1.48418,0.79815,1.07288,0.63302,1
-0.66711,-0.32837,0.90653,-0.68743,-1.12135,-0.04378,-1.81800,-0.78242,0
-1.13955,-0.41250,1.31234,2.31918,0.59305,-0.96063,0.73110,0.42049,1
-0.60237,0.88108,-0.48356,-0.57944,0.05737,0.68546,-0.36832,0.35522,0
-1.82942,0.29228,-0.47844,-0.52292,-2.52579,-1.44920,-1.74555,0.60545,0
-0.92193,0.27332,0.65891,-0.54642,-1.02746,1.21051,0.26194,-1.23268,0
0.48042,-0.66382,0.46489,0.82618,-0.81694,0.49164,-3.01145,0.54713,1
-1.96006,2.52555,0.35416,-0.61355,1.13328,-0.78445,0.11918,-0.28491,0
0.00118,-0.55954,0.43814,-0.73985,0.11252,0.62849,-0.59550,0.83562,1
0.48572,-0.29552,-0.51400,-0.04879,-0.45285,-0.51383,-0.13269,-0.21224,1
0.10678,1.41979,0.91177,0.84956,0.51732,-0.60379,-1.06066,-0.22756,0
1.18616,1.19920,-1.45802,-1.77415,1.67486,1.42501,-0.62656,-0.07722,1
0.04999,1.10318,-0.48798,0.59179,0.27378,0.30063,1.05402,0.14666,0
-1.28132,0.90240,-0.48705,0.89781,0.26475,-0.97803,0.25505,-0.63503,0
0.27022,-0.40429,1.01005,-0.71173,-0.36763,-0.69988,-0.79390,-0.26975,1
0.21421,0.56072,0.05104,-0.45508,-1.55908,0.94213,-0.50762,0.40073,0
-1.06511,1.51422,0.69156,-0.88865,0.34807,1.34274,-0.17662,-1.70130,0
0.45681,1.84741,-1.59723,1.02483,-0.23286,-0.09117,0.19173,0.01232,1
0.86279,-1.16457,-0.08604,-0.93559,-0.51071,2.97257,-0.84595,0.44886,1
0.30632,-1.91995,-1.14722,-1.81621,-0.15288,-1.31465,-0.89725,-1.53513,1
0.67319,0.59686,1.48636,-0.17587,0.73809,1.12960,2.09204,-1.24955,1
-0.81034,-0.98096,-1.38663,0.71444,0.72813,-1.39781,-1.08572,0.31370,1
-0.49170,0.22901,-0.16908,1.06002,1.12671,-1.82985,1.35628,-0.48181,0
-1.13403,0.60291,-0.97970,-1.25724,-0.34497,1.36120,-1.81791,-1.04132,0
-1.69155,-1.20473,-0.14856,-1.31979,0.31038,0.10582,0.72220,1.92004,0
-0.98847,-0.48094,-0.60430,-0.45217,0.40336,0.59984,-0.50596,1.33170,0
-0.27164,-0.11589,-0.88991,0.66798,0.74571,0.00280,-2.15301,-0.24385,0
0.59327,-0.41729,-0.09673,0.51256,-1.81939,0.79471,-1.89370,0.09554,1
0.57496,-0.50195,0.46715,0.49386,-0.53173,-0.42438,0.80389,0.30647,1
0.60049,0.41084,-0.56933,-1.05697,-1.02138,-1.33595,-2.00881,-0.59002,1
-0.90081,0.06433,-0.22828,0.37315,1.12583,-0.98093,-0.25024,-0.38074,0
-0.87357,-1.19301,0.05965,0.26356,-0.27728,0.56236,0.31181,1.01166,0
0.04326,0.15319,1.12080,-0.43162,0.46205,0.99534,0.90266,0.83184,1
0.62508,-0.28211,0.98444,-0.50287,-0.42016,-0.21233,0.54206,1.60951,1
1.32129,1.27439,0.69183,0.15560,-0.86750,-0.58316,0.13986,1.70718,1
0.57861,0.37290,0.58160,-1.34022,-0.66018,0.51650,1.02362,-0.59307,1
0.55898,-1.88239,0.50444,1.42767,-0.20004,-0.61501,2.67545,0.04965,1
1.38356,-0.64945,-1.18830,-1.52947,0.99608,-1.65760,-1.99553,-0.61334,1
-0.38848,-0.27537,-1.24011,-0.80725,0.05714,-1.93269,0.09800,0.60594,1
1.37327,0.45569,1.15743,0.30123,1.49451,0.12768,2.08735,0.59984,1
-0.55728,0.18473,-1.74170,1.21108,-0.27334,1.23282,2.20936,0.01044,1
0.03826,-0.15100,0.37309,2.21644,1.28405,0.24143,1.06047,-2.05796,0
0.12392,-2.82954,1.12432,-2.16877,0.54765,-0.90283,2.55912,-1.26456,1
-0.32882,1.69260,0.44367,0.20734,-0.22983,0.09453,-0.74955,-0.16558,0
-0.04369,0.73090,0.08124,0.84671,-1.48694,1.41068,0.45779,1.63954,0
0.53218,-0.10151,0.14117,-1.15352,-0.22613,0.18633,0.13469,-1.63637,0
0.49081,-1.00332,-0.21468,0.85128,-0.70631,-0.12512,-0.44015,0.54032,1
-1.15222,-1.55119,-2.07426,2.17596,0.67788,1.61824,-0.37404,1.12252,1
-0.44517,-1.26278,0.84696,-0.29445,0.25991,0.41894,0.59148,-0.21275,1
-2.30946,-1.18805,0.56549,1.94692,-0.03518,1.37976,-2.37669,1.49010,0
-1.13558,-1.01349,-0.29978,0.29668,-1.19775,0.99611,-1.44220,0.13603,0
-0.88382,0.21339,-2.01757,-0.97930,-1.24906,0.90968,-2.23969,1.73091,1
-0.51325,0.18982,-2.54752,-0.79698,0.83762,1.50036,-0.99096,1.13274,1
0.17500,0.64200,-0.21250,1.51498,-1.70756,0.64242,1.53768,0.76914,0
-0.28665,0.51754,0.26141,-0.27533,1.06963,1.34279,-1.36069,1.85846,0
0.05174,-0.17073,0.92643,-0.76720,0.46818,-0.32747,-0.03494,0.38742,1
0.02114,-0.32820,1.20518,0.57368,0.49927,0.88494,-2.08931,0.90928,1
2.30698,-1.03428,2.51807,-1.79007,-0.69746,0.67430,-0.59773,-0.89008,1
0.15304,0.43728,0.87444,-0.27215,-2.02861,0.57260,1.29543,-0.46126,1
0.78673,-1.36323,-0.72237,-1.18643,0.09604,-1.17149,1.65628,0.51240,1
0.04359,0.71582,1.27747,0.38876,-0.83656,0.08729,-0.43633,0.53856,1
-0.38711,0.07086,1.05013,-0.79861,-0.14768,-0.23339,-0.60954,2.55889,1
1.16938,-0.65871,-0.64219,0.34135,1.26651,-0.10245,0.85250,-1.74708,1
0.40436,1.32532,0.16237,-0.63545,1.11125,-0.98339,-0.28219,0.61401,0
-0.90790,2.65120,-0.18953,-2.01243,1.10402,0.36242,-0.03673,0.49282,0
0.64320,-0.10112,0.69469,0.39806,0.96076,-0.47575,-0.37717,0.63628,1
0.70919,-0.01584,0.10389,0.96136,-0.84437,-1.19412,0.80115,0.39230,1
-0.69825,-0.28068,-0.75454,-0.51767,1.32664,0.05381,-1.10882,0.52735,0
0.52986,-0.05978,-0.06735,0.50570,0.77122,-0.09662,-0.56399,-0.22715,1
0.98059,0.77378,-0.42069,2.84116,2.51128,-1.05223,1.02994,-0.99627,1
0.04416,1.55381,0.77403,-1.19377,0.51787,-2.45294,-1.58613,0.03528,0
-0.82564,1.57734,0.13350,1.27759,0.11758,0.16950,0.17283,1.96652,0
1.61760,-1.11862,-0.25987,1.68602,-1.50589,1.83898,0.63445,-1.02060,1
-2.22188,0.05997,1.74315,0.23450,0.55427,0.48679,-0.24572,0.39721,0
-0.62774,-0.57321,-0.92373,-0.37398,-0.37460,0.18665,-0.34557,-1.65742,0
-1.10550,-0.26799,0.52914,-0.28949,0.39078,-1.53862,1.18928,-0.46125,0
-0.80588,0.03876,0.45071,-0.22601,0.66004,-1.76610,-0.10006,0.86103,0
0.47956,-0.28362,0.32546,1.75672,-1.12933,0.26196,0.12620,0.69801,1
-1.14120,1.60180,0.87161,2.31884,0.08063,-0.60191,-1.79683,-0.47204,0
-1.26892,-2.01118,-0.86617,-0.26161,-0.16691,2.58486,1.55929,0.19609,1
0.72057,-0.37697,-0.41373,0.49852,-0.11135,1.60113,0.75233,-1.03483,1
-1.49022,0.15912,1.20438,-1.04548,-0.92940,2.40265,0.03008,-0.33136,0
2.48848,-0.29373,-1.12894,0.08372,-1.24861,-1.58509,0.96536,-0.55695,1
0.49108,-1.10735,-0.24025,-1.22943,-0.94346,1.75144,0.75050,0.68245,1
-0.02058,-0.34707,-0.02588,-0.42988,0.51617,-0.09331,0.19834,2.67743,0
-0.00221,-1.08707,1.59417,-1.03051,-1.03474,1.81258,0.44699,-1.00851,1
0.10124,1.41802,-0.90410,0.21664,2.44517,-0.12580,-1.66707,-0.37824,0
-0.27826,-0.51839,1.75340,0.21293,0.04229,0.56178,0.16036,-1.92622,1
0.68146,0.55366,0.39495,0.74011,1.12101,1.39314,-1.59646,-0.75566,1
-1.01669,-0.45498,0.36857,-1.78544,0.66900,-1.51416,-0.99359,-1.21977,0
-0.49316,0.32113,-2.05760,1.56145,-0.96528,2.16385,-1.53901,0.86365,1
0.56954,-0.23298,-1.43188,-0.46828,1.28961,0.85816,0.86022,1.49232,1
0.48670,-0.06186,0.87292,0.69737,1.37772,0.47768,0.61141,1.01237,1
0.00027,-1.08429,-0.03497,0.09945,1.12767,0.65320,-0.50041,0.23126,1
-0.29815,-0.49385,0.81424,-1.04452,1.06387,-0.34292,0.43217,-0.39988,1
-0.66231,-0.62996,0.84516,-1.69769,0.11779,-0.64358,-0.50697,1.82337,0
-0.70106,-0.73713,-1.54677,-1.87015,-0.24141,-0.68539,0.69089,0.20255,1
-0.91018,1.46849,1.09949,0.01900,0.78359,1.71291,0.39364,-0.54705,0
0.11719,0.17370,0.27757,1.14583,0.31768,-1.65206,-0.80052,-1.06653,0
0.35452,-0.26862,0.35268,-0.49437,-0.72835,1.01732,0.40300,-0.23934,1
-1.66291,-1.28659,-1.18437,-0.06119,-0.95861,1.07004,0.74242,-0.16494,0
-0.85175,-0.50261,0.29107,0.02104,-0.21232,1.17292,-0.34960,-0.13805,0
0.55396,0.27079,1.08083,-0.49232,-0.77870,0.65786,0.12748,0.79192,1
0.72177,0.70701,-0.97508,-0.09677,-0.53955,-0.46697,0.12334,1.51590,1
2.08850,-0.82286,-0.04077,-0.80493,-0.77980,-0.27032,-1.62174,0.35953,1
-1.12758,-0.17490,-0.79846,0.67948,0.80027,0.60454,-0.06021,-1.60953,0
-1.05975,0.44228,-0.61000,-0.32083,0.51407,2.11289,-0.74545,0.43161,0
-0.57104,-1.12620,-0.34480,-0.25295,-0.43597,0.50850,-0.28964,-2.06232,0
0.52746,0.48065,-1.43533,-0.67624,-0.48220,0.67775,-0.25079,0.95062,1
-0.75766,0.85214,0.00165,-0.37117,0.83325,0.79607,0.57535,-0.12834,0
1.04660,1.19373,-0.31111,0.10751,-1.51628,-0.68177,0.97358,-0.95544,1
0.33399,-0.03813,1.64358,0.13941,-1.87712,-0.42266,0.42234,0.60745,1
0.46436,1.27040,0.25267,-1.89373,-0.63957,0.21137,-0.68421,0.34798,0
0.28371,1.61267,-0.70558,-1.20202,-1.25470,-0.47579,0.50036,-0.15650,1
-0.68928,-1.10846,-0.23526,0.62001,1.11532,1.24854,0.71030,0.30403,0
-0.62371,0.31114,1.48377,0.10802,0.74534,0.00245,0.47362,-0.92598,1
-1.28078,-0.98340,-1.94773,0.85983,2.38363,-0.20870,-0.79394,0.35573,1
1.59457,0.09049,1.28418,-0.00953,0.23276,-1.51636,0.34968,-0.93038,1
-1.04742,-1.56665,0.60073,2.28533,-0.72083,-0.26960,-0.36060,0.44113,0
0.98347,-0.03671,-0.40018,-1.79736,0.63273,0.07925,-1.80775,-1.17406,1
-0.98618,-0.44595,-0.89757,0.77764,-0.95126,-0.50514,-1.04654,0.69085,0
-0.43105,0.00532,0.55265,-0.01027,-0.14187,0.75208,0.37465,0.11587,0
-0.38482,0.16309,-0.71916,1.49564,0.28377,0.45032,-0.64132,-0.22318,0
0.69026,-1.94918,-0.27056,-0.64179,-1.13399,0.68041,-0.76794,-1.03941,1
1.00114,-1.87891,1.03354,1.06614,-2.04447,-0.22797,0.28682,1.01780,1
-0.53056,-0.16581,0.74460,-0.90174,0.58212,1.10510,-1.04872,0.29938,0
0.07801,-1.05043,0.15175,-0.25768,-0.79377,-0.36120,-0.97698,0.39817,1
0.40955,0.75655,0.10039,0.21098,-0.55907,0.65156,-0.62496,0.56464,0
-0.45776,-0.77432,0.38968,1.63455,0.85605,-0.44936,-1.38952,-1.50285,0
0.28029,0.16378,-1.93001,-0.15892,1.07699,-0.02559,-0.03236,-1.16019,1
0.68962,-0.70671,-0.57032,1.14617,-1.01323,-0.20253,-0.01010,0.38519,1
1.53784,-0.01834,0.52212,-0.09231,-1.67407,1.11234,0.73243,1.20135,1
-1.05206,0.14192,1.90128,2.20470,0.07537,0.29609,-0.95999,-0.20589,1
-0.76546,1.04577,-0.40332,-0.09136,0.79444,-0.13200,1.03968,-0.16837,0
0.74878,-1.01153,-0.01714,-1.47553,-0.86287,-0.73806,1.93291,-1.05869,1
1.93825,0.66031,0.46188,-0.72919,0.81406,1.88716,0.97891,0.39777,1
0.07624,0.69079,0.15917,-0.20725,0.87031,-0.33145,0.88744,2.10422,0
0.96020,-0.48234,-0.18702,1.06060,-0.82367,1.86834,-0.19508,0.13858,1
0.42202,3.25720,-0.08746,-0.57233,-0.40371,0.65747,1.69638,-1.01724,0
-0.35254,-0.21929,-0.38607,1.50105,0.88566,1.41643,-0.47974,-1.09679,0
-0.05112,-0.74757,0.21505,1.05970,-2.18658,0.73846,2.14183,-1.22600,1
0.32150,-1.17785,-0.87292,0.11418,1.82458,1.60899,0.11382,1.02681,1
-2.76558,-0.35221,-0.25091,0.57361,-0.78372,-0.88512,-0.92294,0.56950,0
0.37477,-0.36644,0.93674,-0.14097,-0.62744,-0.69419,-2.09408,0.16425,1
0.69452,0.49816,2.66121,-0.35182,-1.28978,1.78770,1.56595,-0.78424,1
-0.05897,-0.48987,0.54114,-0.33687,0.77005,0.98336,1.98303,-0.41238,1
0.77458,1.04260,0.24219,1.62305,0.44278,0.14341,2.12721,-0.76975,1
1.19475,-0.73444,0.59846,0.81707,0.95649,1.45286,-0.66481,-1.24598,1
0.21256,0.32567,-0.07876,2.49501,0.12875,-1.27805,-0.71328,0.47414,1
-0.09072,1.18809,0.89234,0.92226,0.86353,0.82019,-0.11674,1.56535,0
1.13021,-0.69587,0.44807,1.04315,1.45135,0.47932,0.86628,-1.94728,1
-0.25032,0.00905,-1.01625,-0.00143,-0.26042,-1.15997,0.56437,-0.65997,1
-0.38946,0.96995,-0.64542,1.40066,0.47142,-0.83214,-1.45193,0.08133,0
-0.73210,-1.18053,-1.27128,-0.51851,-0.47579,0.16157,-1.25099,-0.52909,1
-0.62276,-0.75424,1.30191,0.27156,2.14667,0.79170,0.37095,1.25592,1
1.17146,-1.62014,-0.80398,-0.22575,0.28545,0.28136,-1.54339,0.37752,1
0.44751,-0.89925,-1.16837,0.57034,-0.44270,0.84987,1.01253,0.37618,1
-1.43414,-0.89077,-1.82980,-0.50939,-0.88985,1.56354,0.64493,-0.24859,1
-1.22025,1.80565,-0.87690,-2.01550,-0.75215,-1.44076,0.81673,-1.02664,0
0.51230,1.50546,-0.91995,-0.11793,1.90902,-0.26797,-0.25660,-0.31147,0
-0.75005,-0.79379,1.04554,1.24014,-0.90172,2.00668,1.64781,-0.30894,0
-1.65507,-1.02183,-0.20269,-0.24178,1.71848,-1.27805,-0.11460,-0.19287,0
0.82201,-0.23390,-0.28030,-0.01891,-0.46259,0.55030,0.55105,-0.87052,1
0.85203,0.32889,-0.11686,0.97823,1.28538,-0.76594,-0.36045,0.10708,1
1.66203,0.39954,0.23604,2.00436,-0.23764,0.97850,-0.67634,0.09707,1
0.91501,-0.71641,-0.65821,-0.13153,1.49962,-1.65099,-0.59395,0.99131,1
-2.19549,1.89171,0.16417,2.00488,-0.94785,0.82765,-0.65119,0.28492,0
-0.73979,-0.63527,-1.71690,-2.83465,-0.05596,2.36305,-0.29283,-0.48653,1
0.48949,-0.67007,-0.51445,-1.26198,-0.92865,1.07770,-0.85176,0.20226,1
-0.36952,-0.86918,0.31055,0.82660,-1.22250,0.34888,0.78621,-0.30624,0
-0.07977,0.00495,0.20358,-1.12795,-0.51585,0.41354,-0.75869,-0.08654,0
-0.07271,-0.77957,0.13310,1.30769,-0.79304,-0.61555,-0.16040,-1.20722,1
-0.60185,-1.48350,-1.86658,0.33490,0.83745,1.73684,-0.16096,0.95557,1
-0.29473,-0.73460,0.64509,-0.25130,0.65842,0.29250,-0.97590,-1.10099,0
-1.03601,-0.65940,0.90753,-0.11255,1.42267,0.54560,-0.17778,-0.85628,0
-1.96477,1.08493,1.30448,-0.23343,1.74878,-0.06453,-0.02392,1.14047,0
0.01244,-0.45427,-0.35867,-1.71851,-0.07811,-0.01998,1.21885,0.64401,0
-0.74570,0.80627,0.29317,1.56613,0.90362,-0.10365,1.04373,-0.37305,0
-0.95915,0.24210,0.55685,1.04552,-0.02909,0.05806,0.72515,-0.07249,0
1.61035,-1.48587,-1.26622,-0.27580,1.10802,-0.09186,-1.35475,0.77657,1
-1.12442,1.28308,0.90463,1.50537,1.25399,1.09528,0.71562,-0.30961,0
-0.10111,0.01411,0.19784,-0.53763,-0.73059,1.41997,-1.17096,1.07989,0
2.03608,-1.01674,1.39083,-0.11401,1.46612,-0.56156,1.29571,-0.68706,1
-1.30799,1.76981,-0.83316,-1.27074,0.03499,-0.31373,1.19108,-0.86505,0
-0.43586,0.79126,-0.71916,1.03463,1.07526,1.98613,2.10098,-0.72280,0
-0.71559,-0.91329,-0.01673,-0.12575,-0.21666,-1.14842,1.30055,-1.48230,0
-0.53763,0.80035,0.62730,-0.20701,0.95184,-0.33014,1.98203,1.04840,0
-0.74871,0.85799,-0.21895,0.38516,1.22358,-0.82531,1.40550,-0.26663,0
1.09412,0.44283,-0.55122,-1.35886,-1.22419,0.29729,-1.08728,-0.49455,1
-0.24640,-0.64115,-0.44701,0.60717,1.11897,0.46682,0.64524,0.53437,1
-0.43866,0.18543,-1.69050,0.08108,-0.42763,1.23754,-1.85796,-1.07002,1
2.27926,0.73495,1.38280,-0.78869,-1.45381,0.48243,0.16025,0.54430,1
1.54666,0.85431,-1.54741,-0.51018,-2.20651,0.54701,-0.46525,-1.27079,1
0.35949,-1.10543,1.00826,0.71710,2.23464,-0.75272,0.95452,-0.45099,1
-1.20387,1.85824,-1.06141,1.65065,-0.35540,0.72452,-0.42698,-0.77316,0
-0.90032,-0.41735,0.24608,1.40144,-0.79365,0.02849,-0.26937,-0.08430,0
-1.02306,-1.38053,-0.46886,-0.03225,2.40499,1.49840,-0.40500,-1.29491,1
-1.70962,0.94330,1.20386,2.07678,-0.26262,0.38941,-0.34271,1.42478,0
0.92859,-0.77451,0.16911,-0.99924,0.11122,-1.41550,0.19628,1.19266,1
1.26400,-1.23915,0.05108,-1.33521,1.09178,0.40713,-1.13484,-0.91347,1
0.55926,-1.69867,0.06879,0.36189,-0.65999,-0.26549,0.09039,0.57783,1
-1.24872,-0.56182,0.80092,-2.61106,0.98043,1.33746,1.89690,-2.35974,0
-0.45914,-0.64748,1.45127,0.66736,1.02439,0.73510,-1.52396,0.42005,1
-2.17783,0.44190,0.20123,-0.18041,0.23853,0.71489,-0.78162,0.35854,0
1.45615,0.39574,0.23069,-0.01451,-1.29783,1.42852,-0.41238,0.04024,1
-0.29829,-0.35560,-0.58981,-0.70427,0.93232,1.36579,0.24212,-1.15519,1
-0.06618,2.22055,0.31236,-0.19588,-0.81914,0.53019,-0.23927,1.28408,0
1.08672,0.51414,0.07527,0.53874,0.31565,-0.23376,1.32986,-0.09270,1
-0.53476,-1.67766,-0.21486,-1.53370,0.76272,-0.80608,-0.91524,-2.26439,1
0.27614,-0.30292,0.69996,-0.92801,1.02288,0.73858,1.63958,-0.45489,1
1.12921,-0.81597,0.10549,-0.23586,1.38968,0.43678,1.96043,0.40014,1
0.17962,-0.06510,0.27500,-0.71587,-1.06506,-0.53022,-0.35800,-0.50926,0
2.18804,-0.17456,-0.29001,1.26398,0.90734,-0.72237,0.86103,1.02042,1
-0.82486,-0.13095,0.72010,0.91252,-0.73603,1.20522,0.55426,-0.90713,0
-0.23440,1.84195,0.39894,-1.88541,-1.23653,1.51647,-0.04906,0.17367,0
-1.16270,1.54386,-0.11115,-0.60008,-0.12001,3.01373,0.03257,0.37680,0
-1.43045,-0.62701,-1.85928,0.95881,-0.67885,-0.44661,0.12729,0.36536,1
2.06251,0.02551,1.05825,-0.71193,-0.99192,-0.71174,-0.05702,0.25968,1
1.05755,0.92239,-0.56253,0.29682,1.08148,-1.33532,-0.67365,-1.27067,1
0.60879,-0.02282,-0.87039,0.50988,-0.35621,0.98695,-0.19537,0.33078,1
-1.38872,0.45314,-0.37861,-1.69177,-1.81111,-0.97357,0.78362,-2.11881,0
1.17588,-0.17393,0.23403,0.75388,-0.79104,-0.02848,-0.14528,-0.58903,1
0.85578,0.12265,0.75572,0.85973,0.40084,0.77332,-1.12384,-1.30906,1
1.45287,-0.37818,0.65142,1.09757,0.36763,0.80770,-1.21362,-1.31415,1
-1.15752,-0.60804,-2.60476,-0.40343,-1.85196,0.99659,0.43250,0.48614,1
-1.93704,-0.39230,1.45477,-0.71309,0.85775,-0.88740,-0.15332,2.64697,0
0.67044,1.31559,-0.04865,-1.53463,-1.45215,0.82967,0.30043,1.45550,0
-0.47613,0.35588,-0.69543,0.66485,-2.08214,0.03754,-0.88686,-0.12949,0
1.01462,0.38734,0.62689,-0.79367,-2.67189,-1.12590,0.26174,-1.16919,1
0.37104,-1.84174,-0.15681,1.33217,0.50271,-0.84954,0.67909,-0.13315,1
-0.62405,1.12485,0.37983,-1.95970,-0.64103,1.54276,-0.11525,1.97988,0
0.75358,0.94862,-1.66530,-0.47736,1.50843,1.37312,0.19622,-0.66365,1
-0.89776,-0.27226,-0.10687,-0.98067,-0.97361,0.56676,1.26749,0.41476,0
0.11668,1.36596,-1.20171,-0.16259,-0.39723,-0.52371,-0.95955,1.00030,0
0.59143,-0.23180,1.53170,-1.49393,-0.18744,-0.93644,1.67690,-0.17966,1
0.31170,-0.35360,1.09923,0.54797,0.48629,0.15715,0.85925,0.51343,1
0.62132,-1.42769,1.22070,1.09125,0.69470,-0.28071,0.04412,-1.06869,1
-0.47761,2.00421,-0.11287,-0.54716,0.29840,-0.11550,-1.05678,0.49844,0
-0.42460,0.06496,1.19707,0.27646,1.35293,0.54831,-0.65741,-0.75277,1
0.09633,-1.02337,0.46096,1.50761,-0.20933,-0.11097,1.91836,0.89292,1
0.57722,0.97353,0.17999,1.57792,0.94553,-2.34449,0.76452,0.41202,0
-1.50754,1.14547,-0.04582,-0.55098,-2.06534,-0.01329,0.01138,0.62778,0
0.25085,-0.01812,-0.76234,-0.30825,0.56379,-1.68065,-0.50574,-0.00078,1
-0.03769,0.68020,1.82025,-0.31582,-0.23197,-0.39007,-2.12895,1.20809,1
0.33775,0.70859,0.03938,0.85889,-0.22864,0.70939,-0.61213,1.22167,0
-1.14761,0.70667,0.27022,0.83382,-0.25534,-0.69550,-0.52510,-0.27085,0
-0.13254,-0.94592,-0.29379,-1.84272,-0.38308,-0.17646,1.95658,1.58759,1
1.22917,0.76786,-0.02971,-1.68889,-0.33228,-0.40900,-0.72711,0.90220,1
-0.24953,-0.78238,-1.63808,1.38046,0.97784,-0.04324,0.43637,-0.09922,1
0.74641,0.33776,-0.43263,-0.60732,-1.26089,-0.33810,1.15224,-1.76914,1
0.46572,0.45896,-0.60810,-1.57484,-0.60426,-0.59910,0.56683,0.50165,0
-0.27914,0.58601,-0.81805,0.03995,1.11616,-0.31996,-0.07585,-1.35084,0
-0.18801,0.48288,-0.47462,1.45966,0.65357,0.07912,0.94948,1.23284,0
1.24894,-0.98563,-0.69513,0.02534,-0.73140,1.97004,-1.87668,0.20287,1
-1.46905,-1.08013,1.29470,-0.11579,0.12135,0.47367,-0.47125,0.59425,1
0.60806,0.01009,-0.35977,0.21484,0.95859,-0.15468,-0.07918,-1.32702,1
0.87788,-0.62407,0.92908,0.52657,1.27374,0.42888,-0.88176,2.34919,1
1.24620,0.02096,-0.66032,-1.05138,1.55904,-0.22401,0.34169,0.86080,1
0.32191,0.54431,-0.11760,0.73319,1.03834,-0.08624,0.35667,-0.32969,0
0.28136,1.35744,0.39115,-0.35069,-0.04856,-1.05781,-0.25575,1.29515,0
1.57171,-1.72713,0.73154,0.22489,-1.68264,0.43112,0.38958,0.65570,1
-1.25124,-0.47614,0.43825,-1.59649,1.49430,0.36073,-0.46378,1.34961,0
1.21157,-0.37362,-0.92693,0.78706,2.73063,0.25438,-0.35222,-1.10657,1
0.78829,-1.26039,0.63442,0.52244,0.25275,-0.25237,2.08926,0.08000,1
1.84441,0.62438,1.37500,-0.45207,0.52317,0.06332,-0.19331,-1.20246,1
0.12017,2.23357,1.81911,-0.12584,1.95385,0.19550,-0.79409,-0.05010,1
0.51887,0.77025,0.20947,0.03765,0.63266,0.13866,-1.00381,-0.12230,0
0.01407,-0.44104,0.45657,0.15423,-0.63386,1.29375,-0.37641,0.25309,0
